,FOMC_date,document_type,document_data_512,document_data_wo_stopwords_512,press_conference,release_date,label_market,label_FED
314,2009-11-04,statement,activity has continued to pick up conditions in financial markets were roughly unchanged on balance over the intermeeting period activity in the housing sector has increased over recent months household spending appears to be expanding but remains constrained by ongoing job losses sluggish income growth lower housing wealth and tight credit businesses are still cutting back on fixed investment and staffing though at a slower pace they continue to make progress in bringing inventory stocks into better alignment with sales although economic activity is likely to remain weak for a time the FOMC anticipates that policy actions to stabilize financial markets and institutions fiscal and monetary stimulus and market forces will support a strengthening of economic growth and a gradual return to higher levels of resource utilization in a context of price stability with substantial resource slack likely to continue to dampen cost pressures and with longer term inflation expectations stable the FOMC expects that inflation will remain subdued for some time in these circumstances the federal reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability the FOMC will maintain the target range for the federal funds rate at 0 to 1 4 percent and continues to anticipate that economic conditions including low rates of resource utilization subdued inflation trends and stable inflation expectations are likely to warrant exceptionally low levels of the federal funds rate for an extended period to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets the federal reserve will purchase a total of 1 25 trillion of agency mortgage backed securities and about 175 billion of agency debt the amount of agency debt purchases while somewhat less than the previously announced maximum of 200 billion is consistent with the recent path of purchases and reflects the limited availability of agency debt in order to promote a smooth transition in markets the FOMC will gradually slow the pace of its purchases of both agency debt and agency mortgage backed securities and anticipates that these transactions will be executed by the end of the first quarter of 2010 the FOMC will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets the federal reserve is monitoring the size and composition of its balance sheet,agency debt purchases somewhat less previously announced maximum 200 billion consistent recent path purchases reflects limited availability agency debt order promote smooth transition markets committee gradually slow pace purchases agency debt agency mortgage backed securities anticipates transactions executed end first quarter 2010 committee continue evaluate timing overall amounts purchases securities light evolving economic outlook conditions financial markets federal reserve monitoring size composition balance sheet make adjustments credit liquidity programs warranted,0,2009-11-04,0,0
315,2009-11-04,minutes,reportedly because of widespread paydowns and charge offs in addition residential mortgage loans on banks books fell and revolving home equity loans and consumer loans also contracted the pace of decline in total loans at large banks continued to exceed that at smaller banks the allowance for loan and lease losses rose further at large banks in september but it was about unchanged at small banks m2 appeared to have expanded at a moderate rate in september and october while liquid deposits rose rapidly small time deposits and retail money market mutual funds continued to contract meanwhile currency increased amid moderate demand for u s currency from abroad stock indexes fell over the intermeeting period in most major industrial economies while 10 year sovereign yields declined in europe and were little changed in japan and canada equity prices were mixed in emerging markets and credit spreads on emerging market sovereign debt edged up the trade weighted index of the foreign exchange value of the dollar was little changed over the intermeeting period the reserve bank of australia and norges bank raised their policy rates while most other central banks left their respective policy rates unchanged over the intermeeting period the european central bank the bank of england and the bank of japan continued implementing their special liquidity and asset purchase programs although bank of japan officials indicated they would let some credit easing programs expire at the end of the year staff economic outlook in the forecast prepared for the november fomc meeting the staff raised its projection for real gdp growth over the second half of 2009 but left the forecast for output growth in 2010 and 2011 roughly unchanged the spending and production data received during the intermeeting period suggested that economic activity especially household spending was a little stronger in the summer than previously estimated also industrial production increased more than had been anticipated at the september meeting but with labor market conditions somewhat weaker than anticipated earlier declines in wealth still weighing on household balance sheets and measures of consumer sentiment relatively low the staff did not take much signal from the recent unexpected strength in spending and output indeed the staff boosted its projection for the unemployment rate over the next several years still the staff continued to believe that several factors that were restraining spending would gradually fade the staff anticipated that the strengthening,organizations market participants reportedly remained concerned earnings prospects banks environment weak economic activity rising loan losses debt private domestic nonfinancial sector appeared declined third quarter estimates suggested household debt edged nonfinancial business debt decreased consumer credit contracted seventh consecutive month august reflecting declines revolving nonrevolving credit issuance consumer credit asset backed securities also fell gross issuance bonds investment grade nonfinancial corporations slowed somewhat october even speculative grade firms continued issue bonds robust pace cp outstanding increased though gains concentrated large issuers bank loans continued contract rapidly contrast federal government continued issue debt brisk pace gross issuance state local government debt remained strong october bank credit declined september first half october contraction c loans contributed importantly decline total loans period according sloos bank lending standards terms tightened demand continued decline net types loans third quarter commercial real estate cre loans also continued decrease reportedly widespread paydowns charge offs addition residential mortgage loans banks books fell revolving home equity loans consumer loans also contracted pace decline total loans large banks continued exceed smaller banks allowance loan lease losses rose large banks september unchanged small banks m2 appeared expanded moderate rate september october liquid deposits rose rapidly small time deposits retail money market mutual funds continued contract meanwhile currency increased amid moderate demand u currency abroad stock indexes fell intermeeting period major industrial economies 10 year sovereign yields declined europe little changed japan canada equity prices mixed emerging markets credit spreads emerging market sovereign debt edged trade weighted index foreign exchange value dollar little changed intermeeting period reserve bank australia norges bank raised policy rates central banks left respective policy rates unchanged intermeeting period european central bank bank england bank japan continued implementing special liquidity asset purchase programs although bank japan officials indicated would let credit easing programs expire end year staff economic outlook forecast prepared november fomc meeting staff raised projection real gdp growth second half 2009 left forecast output growth 2010 2011 roughly unchanged spending production data received intermeeting period suggested economic activity especially household spending little stronger summer previously estimated also industrial production increased anticipated september meeting labor market conditions somewhat weaker anticipated earlier declines wealth still weighing household balance sheets measures consumer sentiment relatively low staff take much signal recent unexpected strength spending output indeed staff boosted projection unemployment rate next several years still staff continued believe several factors restraining spending would gradually fade staff anticipated strengthening recovery real,0,2009-11-24,0,0
316,1998-03-31,minutes,labor compensation probably would continue to accelerate and increasingly outpace productivity adding to pressures on prices in their review of the outlook for spending in key sectors of the domestic economy members saw little reason to anticipate substantial slowing in the growth of consumer or business expenditures in coming quarters and they also expected housing activity to be maintained at a relatively high level the recent further increases in equity prices from already high levels played an important role in the assessments of several members the stock market s rise was viewed as somewhat puzzling given indications of some slowing in the growth of profits and the potential for earnings disappointments as the expansion in spending moderated and profit margins narrowed in the context of more rapid labor cost increases so long as a high degree of optimism in the stock market persisted however the elevated level of financial wealth and the low cost of capital should continue to boost spending consumer expenditures especially for durable goods had risen sharply thus far this year and the factors that had fueled that expansion were still unusually positive they included large increases in employment and personal incomes the continuing uptrend in financial wealth relative to disposable income and in these circumstances the persistence of a very high level of consumer confidence attractive financing conditions and favorable business confidence also were expected to support substantial further growth in business investment especially in high tech equipment that was characterized by rapid product improvement and falling prices investment in nonresidential structures notably in office and other commercial markets seemed likely to strengthen somewhat in response to reduced vacancy rates and sizable increases in rents in many areas indeed several members again reported indications of speculative nonresidential construction in some parts of the country residential construction was expected to be maintained at a high level though single family starts might soften over the next few months after a surge that appeared to have been related to relatively favorable weather conditions during the winter with mortgage rates at their recent reduced levels and incomes continuing to rise the cash flow affordability of home ownership was exceptionally favorable developments in two areas of expenditures were thought likely to exert some restraining effect on the overall expansion in economic activity over coming quarters one was business inventory accumula tion which had exceeded the robust growth in final sales in,restrain domestic production stocks brought balance expected lower trajectory sales although pressures production resources would abate degree output growth slowed inflation expected increase somewhat response persisting tightness labor markets diminishing drag non oil import prices committee discussion current prospective developments members commented persistence unusually favorable economic conditions characterized strong growth low inflation number questioned long conditions might last without policy adjustment domestic demand exceeding expectations likely continue increase rapidly time supported accommodative conditions key segments financial markets developments foreign trade moderating demands domestic resources domestic spending strong members becoming concerned developments might exert enough restraint aggregate demand slow expansion sustainable pace line growth economy potential despite tightening labor markets inflation prospects remained quite favorable number factors temporary helped damp near term pressures prices nonetheless absence slowing expansion labor compensation probably would continue accelerate increasingly outpace productivity adding pressures prices review outlook spending key sectors domestic economy members saw little reason anticipate substantial slowing growth consumer business expenditures coming quarters also expected housing activity maintained relatively high level recent increases equity prices already high levels played important role assessments several members stock market rise viewed somewhat puzzling given indications slowing growth profits potential earnings disappointments expansion spending moderated profit margins narrowed context rapid labor cost increases long high degree optimism stock market persisted however elevated level financial wealth low cost capital continue boost spending consumer expenditures especially durable goods risen sharply thus far year factors fueled expansion still unusually positive included large increases employment personal incomes continuing uptrend financial wealth relative disposable income circumstances persistence high level consumer confidence attractive financing conditions favorable business confidence also expected support substantial growth business investment especially high tech equipment characterized rapid product improvement falling prices investment nonresidential structures notably office commercial markets seemed likely strengthen somewhat response reduced vacancy rates sizable increases rents many areas indeed several members reported indications speculative nonresidential construction parts country residential construction expected maintained high level though single family starts might soften next months surge appeared related relatively favorable weather conditions winter mortgage rates recent reduced levels incomes continuing rise cash flow affordability home ownership exceptionally favorable developments two areas expenditures thought likely exert restraining effect overall expansion economic activity coming quarters one business inventory accumula tion exceeded robust growth final sales 1997 probably would moderate year business firms sought restrain buildup inventories keep better alignment expected moderation gains sales second foreign trade developments also likely damping influence domestic,0,1998-05-21,-1,-1
317,2006-03-28,statement,of energy and other commodities appears to have had only a modest effect on core inflation ongoing productivity gains have helped to hold the growth of unit labor costs in check and inflation expectations remain contained still possible increases in resource utilization in combination with the elevated prices of energy and other commodities have the potential to add to inflation pressures the FOMC judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance in any event the FOMC will respond to changes in economic prospects as needed to foster these objectives,immediate release share FOMC decided today raise target federal funds rate 25 basis points 4 3 4 percent slowing growth real gdp fourth quarter 2005 seems largely reflected temporary special factors economic growth rebounded strongly current quarter appears likely moderate sustainable pace yet run prices energy commodities appears modest effect core inflation ongoing productivity gains helped hold growth unit labor costs check inflation expectations remain contained still possible increases resource utilization combination elevated prices energy commodities potential add inflation pressures committee judges policy firming may needed keep risks attainment sustainable economic growth price stability roughly balance event committee respond changes economic prospects needed foster objectives,0,2006-03-28,0,-1
318,2006-03-28,minutes,on investment grade corporate debt rose roughly in line with those on comparable maturity treasury securities while yields on speculative grade corporate debt were little changed broad stock market indexes were modestly higher amid favorable economic news and lower oil prices and the trade weighted foreign exchange value of the dollar appreciated slightly over the period growth of domestic nonfinancial sector debt appeared to have moderated only a bit in the first quarter from its robust pace in the fourth quarter of 2005 net issuance of corporate bonds and expansion of business loans at commercial banks had abated in february and early march after robust growth in january commercial paper outstanding was about flat in the first quarter household mortgage borrowing was thought to have slowed somewhat in the first quarter in response to increased mortgage interest rates consumer credit rebounded some in january after contracting in the fourth quarter because of elevated charge offs related to the spike in bankruptcy filings based on monthly treasury statements federal debt seemed likely to have accelerated in the first quarter on average m2 grew briskly in january and february while liquid deposits expanded moderately small time deposits and retail money funds advanced strongly supported by further increases in offering rates the staff forecast prepared for this meeting showed real gdp expanding briskly in the current quarter economic growth was expected to moderate later this year the level of output in the current quarter was estimated to be close to the economy s potential and was anticipated to remain so over the projection period core pce inflation was expected to move slightly higher in 2006 because of cost pressures induced by high energy and import prices and to step back down in 2007 as these cost pressures were anticipated to abate in their discussion of the economic situation and outlook meeting participants saw the economy as having rebounded strongly from the slowdown in the fourth quarter of last year with aggregate spending and employment expanding briskly in the current quarter growth was expected to moderate to a more sustainable pace later this year the ongoing cooling in the housing market would act to restrain residential construction and growth in consumption but business and household confidence and supportive financial conditions would help to foster growth in employment and incomes keeping consumption and investment on a solid upward track several meeting participants observed that although,longer term measures remained steady january meeting FOMC decided raise target level federal funds rate 25 basis points 4½ percent accompanying statement committee indicated although recent economic data uneven expansion economic activity appeared solid core inflation stayed relatively low recent months longer term inflation expectations remained contained nevertheless committee noted possible increases resource utilization well elevated energy prices potential add inflation pressures circumstances committee judged policy firming may needed keep risks attainment sustainable economic growth price stability roughly balance reiterated would respond changes economic prospects needed foster objectives investors largely anticipated committee interest rate decision january meeting text accompanying statement consequently policy announcement elicited little market reaction policy expectations yields treasury coupon securities subsequently firmed net intermeeting period incoming data indicated robust economic growth united states strengthening expansion abroad yields investment grade corporate debt rose roughly line comparable maturity treasury securities yields speculative grade corporate debt little changed broad stock market indexes modestly higher amid favorable economic news lower oil prices trade weighted foreign exchange value dollar appreciated slightly period growth domestic nonfinancial sector debt appeared moderated bit first quarter robust pace fourth quarter 2005 net issuance corporate bonds expansion business loans commercial banks abated february early march robust growth january commercial paper outstanding flat first quarter household mortgage borrowing thought slowed somewhat first quarter response increased mortgage interest rates consumer credit rebounded january contracting fourth quarter elevated charge offs related spike bankruptcy filings based monthly treasury statements federal debt seemed likely accelerated first quarter average m2 grew briskly january february liquid deposits expanded moderately small time deposits retail money funds advanced strongly supported increases offering rates staff forecast prepared meeting showed real gdp expanding briskly current quarter economic growth expected moderate later year level output current quarter estimated close economy potential anticipated remain projection period core pce inflation expected move slightly higher 2006 cost pressures induced high energy import prices step back 2007 cost pressures anticipated abate discussion economic situation outlook meeting participants saw economy rebounded strongly slowdown fourth quarter last year aggregate spending employment expanding briskly current quarter growth expected moderate sustainable pace later year ongoing cooling housing market would act restrain residential construction growth consumption business household confidence supportive financial conditions would help foster growth employment incomes keeping consumption investment solid upward track several meeting participants observed although economy sustainable potential output could observed directly estimated precision historical patterns recent data suggested current levels labor product market,0,2006-04-18,0,-1
319,2016-03-16,statement,recent indicators including strong job gains points to additional strengthening of the labor market inflation picked up in recent months however it continued to run below the FOMC s 2 percent longer run objective partly reflecting declines in energy prices and in prices of non energy imports market based measures of inflation compensation remain low survey based measures of longer term inflation expectations are little changed on balance in recent months consistent with its statutory mandate the FOMC seeks to foster maximum employment and price stability the FOMC currently expects that with gradual adjustments in the stance of monetary policy economic activity will expand at a moderate pace and labor market indicators will continue to strengthen however global economic and financial developments continue to pose risks inflation is expected to remain low in the near term in part because of earlier declines in energy prices but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further the FOMC continues to monitor inflation developments closely against this backdrop the FOMC decided to maintain the target range for the federal funds rate at 1 4 to 1 2 percent the stance of monetary policy remains accommodative thereby supporting further improvement in labor market conditions and a return to 2 percent inflation in determining the timing and size of future adjustments to the target range for the federal funds rate the FOMC will assess realized and expected economic conditions relative to its objectives of maximum employment and 2 percent inflation this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments in light of the current shortfall of inflation from 2 percent the FOMC will carefully monitor actual and expected progress toward its inflation goal the FOMC expects that economic conditions will evolve in a manner that will warrant only gradual increases in the federal funds rate the federal funds rate is likely to remain for some time below levels that are expected to prevail in the longer run however the actual path of the federal funds rate will depend on the economic outlook as informed by incoming data the FOMC is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt,payments holdings agency debt agency mortgage backed securities agency mortgage backed securities rolling maturing treasury securities auction anticipates normalization level federal funds rate well way policy keeping committee holdings longer term securities sizable levels help maintain accommodative financial conditions,1,2016-03-16,-1,0
320,2016-03-16,minutes,minutes in their discussion of the economic situation and the outlook meeting participants viewed the information received over the intermeeting period as suggesting that economic activity had been expanding moderately despite the global economic and financial developments of recent months household spending had been increasing at a moderate rate and the housing sector had improved further however business fixed investment and net exports had been soft a range of labor market indicators including strong employment growth and rising labor force participation pointed to a further strengthening of the labor market participants generally saw the data on economic activity and labor market conditions as broadly consistent with their earlier expectations inflation picked up in recent months but it continued to run below the FOMC s 2 percent longer run objective market based measures of inflation compensation remained low while survey based measures of longer term inflation expectations were little changed on balance in recent months early in the intermeeting period concerns among investors about the global economic outlook appeared to trigger a sharp reduction in their risk taking financial conditions deteriorated with equity prices falling and credit spreads on riskier corporate bonds widening subsequently investor sentiment rebounded and domestic and global financial conditions eased on net over the intermeeting period with respect to the outlook for economic activity and the labor market participants shared the assessment that with gradual adjustments in the stance of monetary policy real gdp would continue to increase at a moderate rate over the medium term and labor market indicators would continue to strengthen participants observed that strong job gains in recent months had reduced concerns about a possible slowing of progress in the labor market many participants however anticipated that relative strength in household spending would be partially offset by weakness in net exports associated with lackluster foreign growth and the appreciation of the dollar since mid 2014 in addition business fixed investment seemed likely to remain sluggish furthermore participants generally saw global economic and financial developments as continuing to pose risks to the outlook for economic activity and the labor market in the united states in particular several participants expressed the view that the underlying factors abroad that led to a sharp though temporary deterioration in global financial conditions earlier this year had not been fully resolved and thus posed ongoing downside risks several participants also noted the possibility that economic activity or labor market,years risks forecast real gdp seen tilted downside reflecting staff assessment neither monetary fiscal policy well positioned help economy withstand substantial adverse shocks addition global economic prospects still seen important downside risk forecast consistent downside risk aggregate demand staff viewed risks outlook unemployment rate skewed upside risks projection inflation still seen weighted downside reflecting possibility longer term inflation expectations may edged foreign exchange value dollar could rise substantially would put additional downward pressure inflation participants views current conditions economic outlook conjunction fomc meeting members board governors federal reserve bank presidents submitted projections likely outcomes real gdp growth unemployment rate inflation federal funds rate year 2016 2018 longer run participant projections conditioned judgment appropriate monetary policy longer run projections represent participant assessment rate variable would expected converge time appropriate monetary policy absence shocks economy projections policy assessments described summary economic projections addendum minutes discussion economic situation outlook meeting participants viewed information received intermeeting period suggesting economic activity expanding moderately despite global economic financial developments recent months household spending increasing moderate rate housing sector improved however business fixed investment net exports soft range labor market indicators including strong employment growth rising labor force participation pointed strengthening labor market participants generally saw data economic activity labor market conditions broadly consistent earlier expectations inflation picked recent months continued run committee 2 percent longer run objective market based measures inflation compensation remained low survey based measures longer term inflation expectations little changed balance recent months early intermeeting period concerns among investors global economic outlook appeared trigger sharp reduction risk taking financial conditions deteriorated equity prices falling credit spreads riskier corporate bonds widening subsequently investor sentiment rebounded domestic global financial conditions eased net intermeeting period respect outlook economic activity labor market participants shared assessment gradual adjustments stance monetary policy real gdp would continue increase moderate rate medium term labor market indicators would continue strengthen participants observed strong job gains recent months reduced concerns possible slowing progress labor market many participants however anticipated relative strength household spending would partially offset weakness net exports associated lackluster foreign growth appreciation dollar since mid 2014 addition business fixed investment seemed likely remain sluggish furthermore participants generally saw global economic financial developments continuing pose risks outlook economic activity labor market united states particular several participants expressed view underlying factors abroad led sharp though temporary deterioration global financial conditions earlier year fully resolved thus posed ongoing downside risks several participants also noted,1,2016-04-06,-1,0
321,2005-02-02,statement,and coupled with robust underlying growth in productivity is providing ongoing support to economic activity output appears to be growing at a moderate pace despite the rise in energy prices and labor market conditions continue to improve gradually inflation and longer term inflation expectations remain well contained the FOMC perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal with underlying inflation expected to be relatively low the FOMC believes that policy accommodation can be removed at a pace that is likely to be measured nonetheless the FOMC will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability,immediate release FOMC decided today raise target federal funds rate 25 basis points 2 1 2 percent committee believes even action stance monetary policy remains accommodative coupled robust underlying growth productivity providing ongoing support economic activity output appears growing moderate pace despite rise energy prices labor market conditions continue improve gradually inflation longer term inflation expectations remain well contained committee perceives upside downside risks attainment sustainable growth price stability next quarters roughly equal underlying inflation expected relatively low committee believes policy accommodation removed pace likely measured nonetheless committee respond changes economic prospects needed fulfill obligation maintain price stability,0,2005-02-02,-1,1
322,2005-02-02,minutes,adjustment shall be made in the context of the FOMC s discussion and decision at its most recent meeting and the FOMC s long run objectives for price stability and sustainable economic growth and shall be based on economic financial and monetary developments during the intermeeting period consistent with committee practice the chairman if feasible will consult with the FOMC before making any adjustment by unanimous vote the FOMC made several amendments to its rules statements and resolutions including to align the starting dates of committee membership terms of presidents with those of committee officers and to authorize the secretary of the FOMC with the concurrence of the general counsel to make technical changes to the rules in the future by unanimous vote the FOMC amended its program for security of fomc information on february 1 2005 to reflect an updating and streamlining of the document the manager of the system open market account reported on recent developments in foreign exchange markets there were no open market operations in foreign currencies for the system s account in the period since the previous meeting the manager also reported on developments in domestic financial markets and on system open market transactions in government securities and federal agency obligations during the period december 14 2004 to february 1 2005 by unanimous vote the FOMC ratified these transactions at this meeting the FOMC engaged in a broad ranging discussion of the pros and cons of formulating a numerical definition of the price stability objective of monetary policy a staff presentation on the topic included a review of the potential costs and benefits of introducing such a definition as well as of other countries experiences in the subsequent discussion meeting participants uniformly agreed that price stability provided the best environment for maximizing sustainable economic growth in the long run but expressed a range of views on whether it would be helpful for the FOMC to articulate a specific numerical definition for the federal reserve s price stability objective either a single figure or a range those who believed such a move would be on balance beneficial cited for example its usefulness as an anchor for long term inflation expectations as a vehicle for enhanced clarity of committee deliberations and as an additional tool for communications several of those who saw greater potential drawbacks were concerned that such a shift might appear to be inconsistent with,l agreements providing resale accounts securities 65 business days less terms comparable available transactions market b new york bank account appropriate undertake dealers subject conditions imposed purchases sales securities paragraph l b repurchase agreements u government agency securities arrange corresponding sale repurchase agreements account foreign international fiscal agency accounts maintained bank transactions undertaken accounts provisions paragraph may provide service fee appropriate 4 execution committee decision regarding policy intermeeting period committee authorizes directs federal reserve bank new york upon instruction chairman committee adjust somewhat exceptional circumstances degree pressure reserve positions hence intended federal funds rate adjustment shall made context committee discussion decision recent meeting committee long run objectives price stability sustainable economic growth shall based economic financial monetary developments intermeeting period consistent committee practice chairman feasible consult committee making adjustment unanimous vote committee made several amendments rules statements resolutions including align starting dates committee membership terms presidents committee officers authorize secretary committee concurrence general counsel make technical changes rules future unanimous vote committee amended program security fomc information february 1 2005 reflect updating streamlining document manager system open market account reported recent developments foreign exchange markets open market operations foreign currencies system account period since previous meeting manager also reported developments domestic financial markets system open market transactions government securities federal agency obligations period december 14 2004 february 1 2005 unanimous vote committee ratified transactions meeting committee engaged broad ranging discussion pros cons formulating numerical definition price stability objective monetary policy staff presentation topic included review potential costs benefits introducing definition well countries experiences subsequent discussion meeting participants uniformly agreed price stability provided best environment maximizing sustainable economic growth long run expressed range views whether would helpful committee articulate specific numerical definition federal reserve price stability objective either single figure range believed move would balance beneficial cited example usefulness anchor long term inflation expectations vehicle enhanced clarity committee deliberations additional tool communications several saw greater potential drawbacks concerned shift might appear inconsistent committee dual mandate fostering maximum employment well price stability might inappropriately bias constrain policy times case inflation expectations well contained recent years benefits announcing specific inflation objective likely large committee decided defer discussion information reviewed meeting suggested economy expanded solid pace recent months consumer spending housing market continued exhibit strength business fixed investment grew robustly fourth quarter pace inventory accumulation picked industrial production accelerated labor market showed signs improvement core consumer prices rose moderately past months measures inflation expectations,0,2005-02-23,-1,1
323,2019-05-01,minutes,inflation expectations including those from the michigan survey the survey of professional forecasters and the desk s survey of primary dealers and survey of market participants were little changed foreign economic growth in the first quarter was mixed among the emerging market economies emes real gdp contracted in south korea and mexico but activity in china strengthened supported by tax cuts and the easing of credit conditions in the advanced foreign economies economic indicators were downbeat in japan but elsewhere pointed to some improvement from a weak fourth quarter gdp growth rebounded in the euro area and also appeared to pick up in canada and the united kingdom foreign inflation slowed further early this year partly reflecting lower retail energy prices staff review of the financial situation investor sentiment continued to improve over the intermeeting period broad equity price indexes rose notably and corporate bond spreads narrowed amid a decline in market volatility and financing conditions for businesses and households also eased market participants cited more accommodative than expected monetary policy communications coupled with strong u s and chinese data releases and positive sentiment about trade negotiations between the united states and china as factors that contributed to these developments communications following the march fomc meeting were generally viewed by investors as having a more accommodative tone than expected the market implied path for the federal funds rate shifted downward modestly on net resulting in a flat to slightly downward sloping expected path of the policy rate over the next few fomc meetings market participants assigned greater probability to a lower target range of the federal funds rate than to a higher one beyond the next few meetings yields on nominal treasury securities declined modestly on net during the intermeeting period investors cited larger than expected downward revisions in fomc participants assessments of the future path of the policy rate in the summary of economic projections recent communications suggesting a patient approach to monetary policy and weaker than expected euro area data releases early in the period among factors that contributed to this decrease these factors reportedly outweighed stronger than expected economic data releases for the united states and china and optimism related to trade negotiations between the two countries later in the period measures of inflation compensation based on treasury inflation protected securities were changed little on net and remained below their early fall 2018 levels major u s,january edging touch higher february average two months declining relative fourth quarter bureau economic analysis estimated contribution net exports real gdp growth first quarter 1 percentage point total u consumer prices measured pce price index increased 1 5 percent 12 months ending march increase somewhat slower year earlier core pce price inflation excludes changes consumer food energy prices slowed 1 6 percent consumer food price inflation bit core inflation consumer energy prices little changed trimmed mean measure pce price inflation constructed federal reserve bank dallas 2 0 percent 12 month period consumer price index cpi rose 1 9 percent 12 months ending march core cpi inflation 2 0 percent recent readings survey based measures longer run inflation expectations including michigan survey survey professional forecasters desk survey primary dealers survey market participants little changed foreign economic growth first quarter mixed among emerging market economies emes real gdp contracted south korea mexico activity china strengthened supported tax cuts easing credit conditions advanced foreign economies economic indicators downbeat japan elsewhere pointed improvement weak fourth quarter gdp growth rebounded euro area also appeared pick canada united kingdom foreign inflation slowed early year partly reflecting lower retail energy prices staff review financial situation investor sentiment continued improve intermeeting period broad equity price indexes rose notably corporate bond spreads narrowed amid decline market volatility financing conditions businesses households also eased market participants cited accommodative expected monetary policy communications coupled strong u chinese data releases positive sentiment trade negotiations united states china factors contributed developments communications following march fomc meeting generally viewed investors accommodative tone expected market implied path federal funds rate shifted downward modestly net resulting flat slightly downward sloping expected path policy rate next fomc meetings market participants assigned greater probability lower target range federal funds rate higher one beyond next meetings yields nominal treasury securities declined modestly net intermeeting period investors cited larger expected downward revisions fomc participants assessments future path policy rate summary economic projections recent communications suggesting patient approach monetary policy weaker expected euro area data releases early period among factors contributed decrease factors reportedly outweighed stronger expected economic data releases united states china optimism related trade negotiations two countries later period measures inflation compensation based treasury inflation protected securities changed little net remained early fall 2018 levels major u equity price indexes increased intermeeting period p 500 equity index returning levels reached decline last quarter 2018 following march fomc meeting bank,1,2019-05-22,0,-1
324,2019-05-01,statement,for the federal funds rate the FOMC will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective this assessment will take into account a wide range of information including measures of labor market conditions indicators of inflation pressures and inflation expectations and readings on financial and international developments,seeks foster maximum employment price stability support goals committee decided maintain target range federal funds rate 2 1 4 2 1 2 percent committee continues view sustained expansion economic activity strong labor market conditions inflation near committee symmetric 2 percent objective likely outcomes light global economic financial developments muted inflation pressures committee patient determines future adjustments target range federal funds rate may appropriate support outcomes determining timing size future adjustments target range federal funds rate committee assess realized expected economic conditions relative maximum employment objective symmetric 2 percent inflation objective assessment take account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial international developments,1,2019-05-01,0,-1
